,Year,Player,Tm,Age,Pos,college
421,1951.0,Bones McKinney,TOT,32.0,SF,University of North Carolina
422,1951.0,Bones McKinney,WSC,32.0,SF,University of North Carolina
423,1951.0,Bones McKinney,BOS,32.0,SF,University of North Carolina
424,1951.0,Mal McMullen,INO,23.0,F-C,Xavier University
425,1951.0,Joe McNamee,ROC,24.0,SF,University of San Francisco
426,1951.0,Dick Mehen,TOT,28.0,PF,University of Tennessee
427,1951.0,Dick Mehen,BLB,28.0,PF,University of Tennessee
428,1951.0,Dick Mehen,BOS,28.0,PF,University of Tennessee
429,1951.0,Dick Mehen,FTW,28.0,PF,University of Tennessee
430,1951.0,Ed Mikan,TOT,25.0,C-F,DePaul University
431,1951.0,George Mikan*,MNL,26.0,C,
432,1951.0,Vern Mikkelsen*,MNL,22.0,PF,
433,1951.0,Leo Mogus,PHW,29.0,F-C,Youngstown State University
434,1951.0,Chuck Mrazovich,INO,26.0,F,Eastern Kentucky University
435,1951.0,Ken Murray,TOT,22.0,G-F,St. Bonaventure University
436,1951.0,Jack Nichols,TRI,24.0,PF,University of Washington
437,1951.0,Paul Noel,ROC,26.0,F,University of Kentucky
438,1951.0,Johnny Norlander,WSC,29.0,F,Hamline University
439,1951.0,Dick O'Keefe,WSC,27.0,G-F,Santa Clara University
440,1951.0,Tommy O'Keefe,TOT,22.0,G,Georgetown University
441,1951.0,Tommy O'Keefe,WSC,22.0,G,Georgetown University
442,1951.0,Tommy O'Keefe,BLB,22.0,G,Georgetown University
443,1951.0,Kevin O'Shea,MNL,25.0,G,University of Notre Dame
444,1951.0,John Oldham,FTW,27.0,G,Western Kentucky University
445,1951.0,Don Otten,TOT,29.0,C,Bowling Green State University
446,1951.0,Don Otten,WSC,29.0,C,Bowling Green State University
447,1951.0,Don Otten,BLB,29.0,C,Bowling Green State University
448,1951.0,Don Otten,FTW,29.0,C,Bowling Green State University
449,1951.0,Easy Parham,PHW,29.0,F-G,Texas Wesleyan University
450,1951.0,Warren Perkins,TRI,28.0,G-F,Tulane University
451,1951.0,Ed Peterson,TOT,26.0,C,Cornell University
452,1951.0,Ed Peterson,SYR,26.0,C,Cornell University
453,1951.0,Ed Peterson,TRI,26.0,C,Cornell University
454,1951.0,Andy Phillip*,PHW,28.0,G-F,
455,1951.0,Jim Pollard*,MNL,28.0,SF,
456,1951.0,George Ratkovicz,SYR,28.0,PF,
457,1951.0,Don Rehfeldt,BLB,24.0,SF,University of Wisconsin
458,1951.0,Jim Riffey,FTW,27.0,F,Tulane University
459,1951.0,Arnie Risen*,ROC,26.0,C,
460,1951.0,Tex Ritter,NYK,26.0,G-F,Eastern Kentucky University
461,1951.0,Red Rocha,BLB,27.0,C,Oregon State University
462,1951.0,Kenny Sailors,TOT,30.0,G,University of Wyoming
463,1951.0,Kenny Sailors,BOS,30.0,G,University of Wyoming
464,1951.0,Kenny Sailors,BLB,30.0,G,University of Wyoming
465,1951.0,Pep Saul,ROC,26.0,SG,Seton Hall University
466,1951.0,Alan Sawyer,WSC,23.0,F,"University of California, Los Angeles"
467,1951.0,Fred Schaus,FTW,25.0,F,West Virginia University
468,1951.0,Dolph Schayes*,SYR,22.0,F-C,
469,1951.0,Herb Scherer,TRI,22.0,C,Long Island University
470,1951.0,Dick Schnittker,WSC,22.0,SF,Ohio State University
471,1951.0,Fred Scolari,TOT,28.0,G,University of San Francisco
472,1951.0,George Senesky,PHW,28.0,PG,Saint Joseph's University
473,1951.0,Paul Seymour,SYR,23.0,G-F,University of Toledo
474,1951.0,Carl Shaeffer,INO,26.0,F-G,University of Alabama
475,1951.0,Bill Sharman*,WSC,24.0,SG,
476,1951.0,Connie Simmons,NYK,25.0,C-F,
477,1951.0,Belus Smawley,TOT,32.0,SG,Appalachian State University
478,1951.0,Belus Smawley,SYR,32.0,SG,Appalachian State University
479,1951.0,Belus Smawley,BLB,32.0,SG,Appalachian State University
480,1951.0,Ed Stanczak,BOS,29.0,F,
481,1951.0,Mike Todorovich,TRI,27.0,F-C,University of Wyoming
482,1951.0,Gene Vance,TRI,27.0,G-F,University of Illinois at Urbana-Champaign
483,1951.0,Ernie Vandeweghe,NYK,22.0,F-G,Colgate University
484,1951.0,Brady Walker,TOT,29.0,PF,Brigham Young University
485,1951.0,Brady Walker,BOS,29.0,PF,Brigham Young University
486,1951.0,Brady Walker,BLB,29.0,PF,Brigham Young University
487,1951.0,Paul Walther,INO,23.0,SG,University of Tennessee
488,1951.0,Bobby Wanzer*,ROC,29.0,G,
489,1951.0,Max Zaslofsky,NYK,25.0,SG,St. John's University
490,,,,,,
491,1952.0,Paul Arizin*,PHW,23.0,SF,
492,1952.0,Cliff Barker,INO,31.0,SG,University of Kentucky
493,1952.0,Don Barksdale*,BLB,28.0,PF,
494,1952.0,Leo Barnhorst,INO,27.0,SF,University of Notre Dame
495,1952.0,Elmer Behnke,MLH,22.0,C,Bradley University
496,1952.0,Charlie Black,MLH,30.0,F-C,University of Kansas
497,1952.0,Nelson Bobb,PHW,27.0,PG,Temple University
498,1952.0,Vince Boryla,NYK,24.0,SF,University of Denver
499,1952.0,Don Boven,MLH,26.0,SG,Western Michigan University
500,1952.0,Bob Brannum,BOS,26.0,PF,Michigan State University
501,1952.0,Frankie Brian,FTW,28.0,SG,Louisiana State University
502,1952.0,Stan Brown,PHW,22.0,F,
503,1952.0,Walt Budko,PHW,26.0,PF,Columbia University
504,1952.0,Art Burris,TOT,27.0,SF,University of Tennessee
505,1952.0,Art Burris,FTW,27.0,SF,University of Tennessee
506,1952.0,Art Burris,MLH,27.0,SF,University of Tennessee
507,1952.0,Gerry Calabrese,SYR,26.0,SG,St. John's University
508,1952.0,Bill Calhoun,BLB,24.0,SG,City College of San Francisco
509,1952.0,Al Cervi*,SYR,34.0,PG,
510,1952.0,Cal Christensen,MLH,24.0,SF,University of Toledo
511,1952.0,Nat Clifton*,NYK,29.0,PF,
512,1952.0,Bill Closs,FTW,30.0,SF,Rice University
513,1952.0,Jack Coleman,ROC,27.0,PF,University of Louisville
514,1952.0,Chuck Cooper,BOS,25.0,SF,Duquesne University
515,1952.0,Bob Cousy*,BOS,23.0,PG,
516,1952.0,Dillard Crocker,TOT,27.0,PF,Western Michigan University
517,1952.0,Dillard Crocker,INO,27.0,PF,Western Michigan University
518,1952.0,Dillard Crocker,MLH,27.0,PF,Western Michigan University
519,1952.0,Ed Dahler,PHW,26.0,F,Duquesne University
520,1952.0,Bob Davies*,ROC,32.0,PG,
521,1952.0,Nate DeLong,MLH,26.0,C,University of Wisconsin-River Falls
522,1952.0,Dick Dickey,BOS,25.0,PG,North Carolina State University
523,1952.0,Bob Donham,BOS,25.0,SG,Ohio State University
524,1952.0,Dike Eddleman,TOT,29.0,SF,University of Illinois at Urbana-Champaign
525,1952.0,Dike Eddleman,MLH,29.0,SF,University of Illinois at Urbana-Champaign
526,1952.0,Dike Eddleman,FTW,29.0,SF,University of Illinois at Urbana-Champaign
527,1952.0,Jake Fendley,FTW,22.0,SG,Northwestern University
528,1952.0,Larry Foust,FTW,23.0,C,La Salle University
529,1952.0,Jerry Fowler,MLH,24.0,C,University of Missouri
530,1952.0,Joe Fulks*,PHW,30.0,PF,
531,1952.0,Bill Gabor,SYR,29.0,SG,Syracuse University
532,1952.0,Harry Gallatin*,NYK,24.0,PF,
533,1952.0,Vern Gardner,PHW,26.0,SG,University of Utah
534,1952.0,Joe Graboski,INO,22.0,C,
535,1952.0,Alex Hannum*,TOT,28.0,F-C,
536,1952.0,Bob Harris,BOS,24.0,PF,Oklahoma State University
537,1952.0,Bob Harrison,MNL,24.0,SG,University of Michigan
538,1952.0,Lew Hitch,MNL,22.0,PF,Kansas State University
539,1952.0,Joe Holland,INO,26.0,SF,University of Kentucky
540,1952.0,Red Holzman*,ROC,31.0,PG,
541,1952.0,Mel Hutchins,MLH,23.0,C,Brigham Young University
542,1952.0,Joe Hutton,MNL,23.0,SG,Hamline University
543,1952.0,Arnie Johnson,ROC,31.0,SF,Bemidji State University
544,1952.0,Ralph Johnson,FTW,30.0,PG,Huntington University
545,1952.0,Neil Johnston*,PHW,22.0,C,
546,1952.0,Wah Wah,INO,25.0,PF,
547,1952.0,Noble Jorgensen,SYR,26.0,C,University of Iowa
548,1952.0,George Kaftan,NYK,23.0,SF,College of the Holy Cross
549,1952.0,Jack Kerris,FTW,27.0,PF,Loyola University of Chicago
550,1952.0,Jack Kiley,FTW,23.0,SG,Syracuse University
551,1952.0,George King,SYR,23.0,PG,University of Charleston
552,1952.0,Walt Kirk,MLH,27.0,PG,University of Illinois at Urbana-Champaign
553,1952.0,Frank Kudelka,BLB,26.0,SF,Saint Mary's College of California
554,1952.0,Bob Lavoy,INO,25.0,PF,Western Kentucky University
555,1952.0,Don Lofgran,INO,23.0,SF,University of San Francisco
556,1952.0,Ray Lumpp,NYK,28.0,SG,New York University
557,1952.0,Ed Macauley*,BOS,23.0,C,
558,1952.0,John Mahnken,BOS,29.0,C,Georgetown University
559,1952.0,Slater Martin*,MNL,26.0,PG,
560,1952.0,John McConathy,MLH,21.0,F,Northwestern State University
561,1952.0,Alfred McGuire*,NYK,23.0,PG,
562,1952.0,Dick McGuire*,NYK,26.0,PG,
563,1952.0,Bones McKinney,BOS,33.0,SF,University of North Carolina
564,1952.0,Joe McNamee,TOT,25.0,F-C,University of San Francisco
565,1952.0,Dick Mehen,MLH,29.0,PF,University of Tennessee
566,1952.0,Stan Miasek,BLB,27.0,PF,
567,1952.0,Ed Mikan,PHW,26.0,C,DePaul University
568,1952.0,George Mikan*,MNL,27.0,C,
569,1952.0,Vern Mikkelsen*,MNL,23.0,PF,
570,1952.0,Dave Minor,BLB,29.0,SG,"University of California, Los Angeles"
571,1952.0,Paul Noel,ROC,27.0,F,University of Kentucky
572,1952.0,Ralph O'Brien,INO,23.0,SG,Butler University
573,1952.0,Kevin O'Shea,TOT,26.0,PG,University of Notre Dame
574,1952.0,Kevin O'Shea,MLH,26.0,G,University of Notre Dame
575,1952.0,Kevin O'Shea,BLB,26.0,PG,University of Notre Dame
576,1952.0,Wally Osterkorn,SYR,23.0,SF,University of Illinois at Urbana-Champaign
577,1952.0,Don Otten,TOT,30.0,C,Bowling Green State University
578,1952.0,Don Otten,FTW,30.0,C,Bowling Green State University
579,1952.0,Don Otten,MLH,30.0,C,Bowling Green State University
580,1952.0,Red Owens,TOT,26.0,SG,Baylor University
581,1952.0,Red Owens,BLB,26.0,SG,Baylor University
582,1952.0,Red Owens,MLH,26.0,SG,Baylor University
583,1952.0,Mel Payton,PHW,25.0,SF,Tulane University
584,1952.0,Andy Phillip*,PHW,29.0,SG,
585,1952.0,John Pilch,MNL,26.0,F,University of Wyoming
586,1952.0,Jim Pollard*,MNL,29.0,SF,
587,1952.0,Ray Ragelis,ROC,23.0,SF,Northwestern University
588,1952.0,Sam Ranzino,ROC,24.0,SG,North Carolina State University
589,1952.0,George Ratkovicz,SYR,29.0,PF,
590,1952.0,Don Rehfeldt,TOT,25.0,SF,University of Wisconsin
591,1952.0,Don Rehfeldt,BLB,25.0,SF,University of Wisconsin
592,1952.0,Don Rehfeldt,MLH,25.0,SF,University of Wisconsin
593,1952.0,John Rennicke,MLH,22.0,G,Drake University
594,1952.0,Arnie Risen*,ROC,27.0,C,
595,1952.0,Red Rocha,SYR,28.0,C,Oregon State University
596,1952.0,Pep Saul,TOT,27.0,G-F,Seton Hall University
597,1952.0,Don Savage,SYR,23.0,F-G,LeMoyne College
598,1952.0,Fred Schaus,FTW,26.0,SF,West Virginia University
599,1952.0,Dolph Schayes*,SYR,23.0,PF,
600,1952.0,Herb Scherer,NYK,23.0,C,Long Island University
601,1952.0,Howie Schultz,MNL,29.0,PF,Hamline University
602,1952.0,Fred Scolari,BLB,29.0,PG,University of San Francisco
603,1952.0,George Senesky,PHW,29.0,PG,Saint Joseph's University
604,1952.0,Paul Seymour,SYR,24.0,SG,University of Toledo
605,1952.0,Chuck Share,FTW,24.0,C,Bowling Green State University
606,1952.0,Bill Sharman*,BOS,25.0,SG,
607,1952.0,Connie Simmons,NYK,26.0,C,
608,1952.0,Zeke Sinicola,FTW,23.0,G,Niagara University
609,1952.0,Whitey Skoog,MNL,25.0,SG,University of Minnesota
610,1952.0,Jim Slaughter,BLB,23.0,C,University of South Carolina
611,1952.0,Belus Smawley,BLB,33.0,SG,Appalachian State University
612,1952.0,Odie Spears,ROC,26.0,SF,Western Kentucky University
613,1952.0,Bill Tosheff,INO,25.0,PG,Indiana University
614,1952.0,Gene Vance,MLH,28.0,G-F,University of Illinois at Urbana-Champaign
615,1952.0,Ernie Vandeweghe,NYK,23.0,SF,Colgate University
616,1952.0,Brady Walker,BLB,30.0,PF,Brigham Young University
617,1952.0,Paul Walther,INO,24.0,SG,University of Tennessee
618,1952.0,Bobby Wanzer*,ROC,30.0,SG,
619,1952.0,Bob Wilson,MLH,25.0,PG,West Virginia State University
620,1952.0,Max Zaslofsky,NYK,26.0,SG,St. John's University
621,,,,,,
622,1953.0,Jim Baechtold,BLB,25.0,SF,Eastern Kentucky University
623,1953.0,Don Barksdale*,BLB,29.0,PF,
624,1953.0,Leo Barnhorst,INO,28.0,SF,University of Notre Dame
625,1953.0,Nelson Bobb,PHW,28.0,PG,Temple University
626,1953.0,Vince Boryla,NYK,25.0,SF,University of Denver
627,1953.0,Don Boven,TOT,27.0,SF,Western Michigan University
628,1953.0,Don Boven,MLH,27.0,F-G,Western Michigan University
629,1953.0,Don Boven,BLB,27.0,F-G,Western Michigan University
630,1953.0,Don Boven,FTW,27.0,SF,Western Michigan University
631,1953.0,Bob Brannum,BOS,27.0,PF,Michigan State University
632,1953.0,Jim Brasco,TOT,21.0,G,New York University
633,1953.0,Jim Brasco,SYR,21.0,G,New York University
634,1953.0,Jim Brasco,MLH,21.0,G,New York University
635,1953.0,Carl Braun,NYK,25.0,SG,Colgate University
636,1953.0,Frankie Brian,FTW,29.0,SG,Louisiana State University
637,1953.0,Dick Bunt,TOT,22.0,PG,New York University
638,1953.0,Dick Bunt,NYK,22.0,PG,New York University
639,1953.0,Dick Bunt,BLB,22.0,PG,New York University
640,1953.0,Bill Calhoun,TOT,25.0,SF,City College of San Francisco
641,1953.0,Bill Calhoun,SYR,25.0,F-G,City College of San Francisco
642,1953.0,Bill Calhoun,MLH,25.0,SF,City College of San Francisco
643,1953.0,Al Cervi*,SYR,35.0,PG,
644,1953.0,Cal Christensen,ROC,25.0,SF,University of Toledo
645,1953.0,Nat Clifton*,NYK,30.0,PF,
646,1953.0,Jack Coleman,ROC,28.0,PF,University of Louisville
647,1953.0,Gene Conley,BOS,22.0,PF,Washington State University
648,1953.0,Chuck Cooper,BOS,26.0,SF,Duquesne University
649,1953.0,Ray Corley,FTW,25.0,G,Georgetown University
650,1953.0,Bob Cousy*,BOS,24.0,PG,
651,1953.0,Dillard Crocker,MLH,28.0,PF,Western Michigan University
652,1953.0,Pete Darcey,MLH,22.0,C,Oklahoma State University
653,1953.0,Bob Davies*,ROC,33.0,PG,
654,1953.0,Blaine Denning,BLB,22.0,G,Lawrence Technological University
655,1953.0,Bob Donham,BOS,26.0,SG,Ohio State University
656,1953.0,Dike Eddleman,FTW,30.0,SF,University of Illinois at Urbana-Champaign
657,1953.0,George Feigenbaum,MLH,23.0,PG,University of Kentucky
658,1953.0,Jake Fendley,FTW,23.0,PG,Northwestern University
659,1953.0,Danny Finn,PHW,24.0,SG,St. John's University
660,1953.0,Jerry Fleishman,PHW,30.0,SG,New York University
661,1953.0,Larry Foust,FTW,24.0,C,La Salle University
662,1953.0,Joe Fulks*,PHW,31.0,PF,
663,1953.0,Bill Gabor,SYR,30.0,SG,Syracuse University
664,1953.0,Harry Gallatin*,NYK,25.0,PF,
665,1953.0,Joe Graboski,INO,23.0,C,
666,1953.0,Dick Groat,FTW,22.0,PG,Duke University
667,1953.0,Alex Hannum*,ROC,29.0,PF,
668,1953.0,Don Hanrahan,INO,23.0,F,Loyola University of Chicago
669,1953.0,Bob Harris,BOS,25.0,SF,Oklahoma State University
670,1953.0,Bob Harrison,MNL,25.0,SG,University of Michigan
671,1953.0,Don Henriksen,BLB,23.0,C,University of California
672,1953.0,Kleggie Hermsen,TOT,29.0,C-F,University of Minnesota
673,1953.0,Kleggie Hermsen,BOS,29.0,C-F,University of Minnesota
674,1953.0,Kleggie Hermsen,INO,29.0,C-F,University of Minnesota
675,1953.0,Lew Hitch,MNL,23.0,PF,Kansas State University
676,1953.0,Paul Hoffman,BLB,27.0,SG,Purdue University
677,1953.0,Jim Holstein,MNL,22.0,SF,University of Cincinnati
678,1953.0,Red Holzman*,ROC,32.0,PG,
679,1953.0,Mel Hutchins,MLH,24.0,C,Brigham Young University
680,1953.0,Arnie Johnson,ROC,32.0,SF,Bemidji State University
681,1953.0,Ralph Johnson,FTW,31.0,PG,Huntington University
682,1953.0,Neil Johnston*,PHW,23.0,C,
683,1953.0,Noble Jorgensen,SYR,27.0,C,University of Iowa
684,1953.0,George Kaftan,BLB,24.0,SF,College of the Holy Cross
685,1953.0,Jack Kerris,TOT,28.0,PF,Loyola University of Chicago
686,1953.0,Jack Kerris,FTW,28.0,F-C,Loyola University of Chicago
687,1953.0,Jack Kerris,BLB,28.0,PF,Loyola University of Chicago
688,1953.0,Jack Kiley,FTW,24.0,SG,Syracuse University
689,1953.0,George King,SYR,24.0,PG,University of Charleston
690,1953.0,Frank Kudelka,TOT,27.0,SG,Saint Mary's College of California
691,1953.0,Frank Kudelka,BLB,27.0,G-F,Saint Mary's College of California
692,1953.0,Frank Kudelka,PHW,27.0,SG,Saint Mary's College of California
693,1953.0,Bob Lavoy,INO,26.0,PF,Western Kentucky University
694,1953.0,Andrew Levane,MLH,32.0,SG,St. John's University
695,1953.0,Earl Lloyd*,SYR,24.0,SF,
696,1953.0,Bob Lochmueller,SYR,25.0,SF,University of Louisville
697,1953.0,Don Lofgran,PHW,24.0,SF,University of San Francisco
698,1953.0,Ray Lumpp,TOT,29.0,PG,New York University
699,1953.0,Ray Lumpp,NYK,29.0,G,New York University
700,1953.0,Ray Lumpp,BLB,29.0,PG,New York University
701,1953.0,Ed Macauley*,BOS,24.0,C,
702,1953.0,John Mahnken,BOS,30.0,C,Georgetown University
703,1953.0,Mo Mahoney,BOS,25.0,F,Brown University
704,1953.0,Slater Martin*,MNL,27.0,PG,
705,1953.0,Al Masino,MLH,24.0,PG,Canisius College
706,1953.0,Jack McCloskey,PHW,27.0,SG,University of Pennsylvania
707,1953.0,Bucky McConnell,MLH,24.0,PG,Marshall University
708,1953.0,Alfred McGuire*,NYK,24.0,PG,
709,1953.0,Dick McGuire*,NYK,27.0,PG,
710,1953.0,George McLeod,BLB,22.0,F,Texas Christian University
711,1953.0,Jack McMahon,ROC,24.0,PG,St. John's University
712,1953.0,Monk Meineke,FTW,22.0,PF,University of Dayton
713,1953.0,Stan Miasek,TOT,28.0,SF,
714,1953.0,Stan Miasek,BLB,28.0,C-F,
715,1953.0,Stan Miasek,MLH,28.0,SF,
716,1953.0,Ed Mikan,TOT,27.0,C,DePaul University
717,1953.0,Ed Mikan,PHW,27.0,C,DePaul University
718,1953.0,Ed Mikan,INO,27.0,C,DePaul University
719,1953.0,George Mikan*,MNL,28.0,C,
720,1953.0,Vern Mikkelsen*,MNL,24.0,PF,
721,1953.0,Eddie Miller,TOT,21.0,C,Syracuse University
722,1953.0,Eddie Miller,MLH,21.0,C,Syracuse University
723,1953.0,Eddie Miller,BLB,21.0,C,Syracuse University
724,1953.0,Dave Minor,TOT,30.0,PG,"University of California, Los Angeles"
725,1953.0,Dave Minor,BLB,30.0,G-F,"University of California, Los Angeles"
726,1953.0,Dave Minor,MLH,30.0,PG,"University of California, Los Angeles"
727,1953.0,Bill Mlkvy,PHW,22.0,SF,Temple University
728,1953.0,Jim Mooney,PHW,22.0,SF,Villanova University
729,1953.0,Bob Naber,INO,23.0,F,University of Louisville
730,1953.0,Jack Nichols,MLH,26.0,PF,University of Washington
731,1953.0,John O'Boyle,MLH,24.0,SG,Colorado State University
732,1953.0,Ralph O'Brien,TOT,24.0,PG,Butler University
733,1953.0,Ralph O'Brien,INO,24.0,G,Butler University
734,1953.0,Ralph O'Brien,FTW,24.0,G,Butler University
735,1953.0,Ralph O'Brien,BLB,24.0,PG,Butler University
736,1953.0,Mike O'Neill,MLH,,SF,University of California
737,1953.0,Kevin O'Shea,BLB,27.0,SG,University of Notre Dame
738,1953.0,Wally Osterkorn,SYR,24.0,SF,University of Illinois at Urbana-Champaign
739,1953.0,Don Otten,MLH,31.0,C,Bowling Green State University
740,1953.0,Claude Overton,PHW,25.0,SG,East Central University
741,1953.0,Johnny Payak,MLH,26.0,SG,Bowling Green State University
742,1953.0,Mel Payton,INO,26.0,SF,Tulane University
743,1953.0,Andy Phillip*,TOT,30.0,G-F,
744,1953.0,Jim Pollard*,MNL,30.0,SF,
745,1953.0,Ralph Polson,TOT,23.0,PF,Whitworth
746,1953.0,Ralph Polson,NYK,23.0,PF,Whitworth
747,1953.0,Ralph Polson,PHW,23.0,PF,Whitworth
748,1953.0,Bob Priddy,BLB,22.0,F,New Mexico State University
749,1953.0,Moe Radovich,PHW,23.0,PG,University of Wyoming
750,1953.0,Sherwin Raiken,NYK,24.0,G,Villanova University
751,1953.0,George Ratkovicz,TOT,30.0,PF,
752,1953.0,George Ratkovicz,BLB,30.0,PF,
753,1953.0,George Ratkovicz,MLH,30.0,PF,
754,1953.0,Gene Rhodes,INO,25.0,SG,Western Kentucky University
755,1953.0,Arnie Risen*,ROC,28.0,C,
756,1953.0,Red Rocha,SYR,29.0,C,Oregon State University
757,1953.0,Kenny Rollins,BOS,29.0,PG,University of Kentucky
758,1953.0,Pep Saul,MNL,28.0,SG,Seton Hall University
759,1953.0,Fred Schaus,FTW,27.0,SF,West Virginia University
760,1953.0,Dolph Schayes*,SYR,24.0,PF,
761,1953.0,Howie Schultz,MNL,30.0,PF,Hamline University
762,1953.0,Fred Scolari,TOT,30.0,PG,University of San Francisco
763,1953.0,Fred Scolari,BLB,30.0,PG,University of San Francisco
764,1953.0,Fred Scolari,FTW,30.0,PG,University of San Francisco
765,1953.0,George Senesky,PHW,30.0,PG,Saint Joseph's University
766,1953.0,Paul Seymour,SYR,25.0,SG,University of Toledo
767,1953.0,Chuck Share,FTW,25.0,C,Bowling Green State University
768,1953.0,Bill Sharman*,BOS,26.0,SG,
769,1953.0,Connie Simmons,NYK,27.0,C,
770,1953.0,Whitey Skoog,MNL,26.0,SG,University of Minnesota
771,1953.0,Odie Spears,ROC,27.0,SF,Western Kentucky University
772,1953.0,Dick Surhoff,NYK,23.0,SF,Long Island University
773,1953.0,Bill Tosheff,INO,26.0,PG,Indiana University
774,1953.0,Ernie Vandeweghe,NYK,24.0,SG,Colgate University
775,1953.0,Paul Walther,INO,25.0,SG,University of Tennessee
776,1953.0,Bobby Wanzer*,ROC,31.0,SG,
777,1953.0,Mark Workman,TOT,22.0,PF,West Virginia University
778,1953.0,Mark Workman,MLH,22.0,PF,West Virginia University
779,1953.0,Mark Workman,PHW,22.0,F-C,West Virginia University
780,1953.0,Max Zaslofsky,NYK,27.0,SG,St. John's University
781,1953.0,Zeke Zawoluk,INO,22.0,PF,St. John's University
782,,,,,,
783,1954.0,Don Ackerman,NYK,23.0,PG,Long Island University
784,1954.0,Don Asmonga,BLB,25.0,G,Alliance College
785,1954.0,Jim Baechtold,NYK,26.0,SF,Eastern Kentucky University
786,1954.0,Don Barksdale*,BOS,30.0,PF,
787,1954.0,Leo Barnhorst,TOT,29.0,F-G,University of Notre Dame
788,1954.0,Ernie Barrett,BOS,24.0,SG,Kansas State University
789,1954.0,Ernie Beck,PHW,22.0,SG,University of Pennsylvania
790,1954.0,Irv Bemoras,MLH,23.0,SF,University of Illinois at Urbana-Champaign
791,1954.0,Bill Bolger,BLB,22.0,SF,Georgetown University
792,1954.0,Vince Boryla,NYK,26.0,SF,University of Denver
793,1954.0,Bob Brannum,BOS,28.0,PF,Michigan State University
794,1954.0,Carl Braun,NYK,26.0,SG,Colgate University
795,1954.0,Frankie Brian,FTW,30.0,SG,Louisiana State University
796,1954.0,Bill Calhoun,MLH,26.0,SF,City College of San Francisco
797,1954.0,Cal Christensen,ROC,26.0,SF,University of Toledo
